Name,Q_P_C_Stare_rate,H_o_h_h_t_p,H_o_h_h_p_f_s,H_p_w_a,H_o_p_b_g_bed,H_o_p_b_bathing,H_o_p_breath,H_o_p_drugs_c,H_o_p_a_hosp,H_o_p_r_u_h_care_ER,C_s_i,H_o_p_r_action,P_r_e,A_l_Term,DTC_num,DTC_dem,DTC_Rate,DTC_Standard_Rate,DTC_Standard_Rate_limit_l,DTC_Standard_Rate_limit_u,PPR_num,PPR_dem,PPR_Rate,PPR_Standard_Rate,PPR_Standard_Rate_limit_l,PPR_Standard_Rate_limit_u,PPH_num,PPH_dem,PPH_Rate,PPH_Standard_Rate,PPH_Standard_Rate_limit_l,PPH_Standard_Rate_limit_u,medical_spends,Nr_of_episods
176,4.5,99.4,74.9,91.2,90.2,96.0,92.3,92.2,13.1,8.0,0.4,97.8,0.8,100.0,724.0,904.0,80.09,86.63,83.75,89.35,14.0,524.0,2.67,3.68,2.68,5.15,34.0,384.0,8.85,8.83,6.76,11.64,1.04,1433.0
177,4.0,99.8,79.4,83.2,88.0,91.5,95.2,86.1,12.4,13.2,0.3,99.0,0.8,100.0,412.0,529.0,77.88,83.38,79.16,86.77,11.0,216.0,5.09,4.42,3.14,6.09,43.0,354.0,12.15,12.06,9.19,15.71,1.07,788.0
178,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,1.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,1.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
179,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
180,4.5,100.0,75.9,91.5,93.9,93.2,89.0,88.1,16.2,16.3,0.4,98.4,2.3,100.0,500.0,629.0,79.49,88.02,84.42,91.17,15.0,429.0,3.5,3.84,2.8,5.22,38.0,394.0,9.64,7.99,6.19,10.18,1.06,1299.0
181,3.0,100.0,81.6,71.9,67.2,73.9,95.6,75.9,14.6,9.6,0.7,100.0,0.4,100.0,179.0,264.0,67.8,72.87,66.45,78.09,4.0,109.0,3.67,3.9,2.7,5.68,30.0,189.0,15.87,12.69,9.67,16.5,0.96,1220.0
182,2.0,99.8,76.5,58.2,55.8,62.5,55.7,59.1,13.655686274509806,11.769379084967321,1.1,99.3,0.6,99.9,298.3913561847988,15.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,11.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,5.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.79,32.0
183,3.0,98.7,65.7,75.8,83.5,79.4,75.9,70.4,10.4,15.4,0.7,99.6,0.4,97.5,554.0,703.0,78.81,82.39,78.98,85.25,16.0,388.0,4.12,4.14,2.96,5.62,24.0,358.0,6.7,7.99,5.68,10.91,1.02,896.0
184,3.0,100.0,73.5,78.7,78.3,79.3,80.6,78.2,16.9,15.5,0.8,98.4,1.1,98.9,366.0,438.0,83.56,84.4,81.18,87.88,5.0,227.0,2.2,3.75,2.65,5.35,8.0,226.0,3.54,6.72,4.34,10.68,0.94,661.0
185,3.5,99.0,87.6,83.8,95.2,94.0,77.5,86.1,18.5,13.7,0.7,98.1,0.9,100.0,148.0,179.0,82.68,87.16,81.02,91.72,2.0,30.0,6.67,4.06,2.78,6.01,17.0,97.0,17.53,14.01,9.67,19.66,0.96,340.0
186,4.5,100.0,80.6,93.3,90.2,92.5,89.7,95.5,12.7,12.6,0.4,98.9,1.1,99.2,473.0,639.0,74.02,85.71,81.73,88.89,15.0,336.0,4.46,4.1,3.01,5.62,31.0,232.0,13.36,10.41,8.1,13.41,1.07,927.0
187,3.5,95.5,68.1,90.3,91.0,87.9,84.4,84.6,14.0,17.9,0.4,93.4,0.3,99.2,392.0,533.0,73.55,79.89,75.93,83.79,2.0,202.0,0.99,3.28,2.23,4.48,28.0,325.0,8.62,8.48,6.28,11.13,0.94,1062.0
188,3.0,100.0,74.5,76.8,74.4,81.7,73.6,81.1,13.655686274509806,11.769379084967321,0.0,94.0,1.5,100.0,298.3913561847988,8.0,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,1.0,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,3.0,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.98,33.0
189,4.5,98.5,83.8,90.9,93.1,99.4,95.4,100.0,16.1,6.9,0.1,90.8,0.5,99.7,257.0,337.0,76.26,83.17,77.61,87.32,3.0,73.0,4.11,3.87,2.58,5.75,12.0,175.0,6.86,8.14,5.26,12.28,1.01,485.0
190,3.0,98.4,50.0,76.4,82.1,82.7,88.0,72.9,14.7,12.1,0.6,99.2,0.6,100.0,1045.0,1180.0,88.56,90.34,88.38,92.08,20.0,597.0,3.35,4.25,3.18,5.96,22.0,533.0,4.13,6.09,4.5,8.6,0.91,1283.0
191,3.0,91.8,89.6,83.7,98.3,88.6,62.3,76.4,20.1,6.4,0.0,94.0,0.0,100.0,178.0,224.0,79.46,81.73,76.08,86.28,1.0,65.0,1.54,3.7,2.58,5.55,9.0,108.0,8.33,10.26,6.49,15.95,1.14,266.0
192,4.5,100.0,71.6,87.5,87.6,91.5,91.8,94.4,11.7,11.6,0.4,99.8,0.4,98.5,529.0,702.0,75.36,82.28,78.74,85.32,8.0,267.0,3.0,3.65,2.65,5.18,41.0,374.0,10.96,10.87,8.24,14.2,1.1,1055.0
193,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
194,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
195,3.6109225547670474,97.25046117227015,75.64782343987824,84.10910769230769,85.19247378161629,86.98434327899109,85.55988805970148,81.44385639121015,13.655686274509806,11.769379084967321,0.2338244321669736,97.02511157393631,0.8761833879130694,99.5673906575424,298.3913561847988,298.0244348024663,76.26546646795826,80.95355588673621,74.83311773472428,86.05237555886735,6.790304810870364,135.69096589429836,3.534425266250459,3.8589019463826664,2.722526625045905,5.426654425266251,21.46951219512195,168.89333658774714,9.54015083440308,9.901716944801027,6.8668324775353025,14.168738767650835,0.9691144010767161,514.8793221891459
